,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
604,1,302.0,310.8,1783,23.1,190,0
605,1,300.1,309.5,1462,42.8,50,0
606,0,302.7,312.4,1453,47.3,62,0
607,0,302.7,310.7,1597,41.9,15,0
608,0,300.9,310.4,1615,30.9,200,0
609,0,299.5,308.8,1965,20.4,164,0
610,2,300.9,310.6,1686,27.7,176,0
611,2,299.2,308.5,1342,47.5,147,0
612,1,300.5,310.2,1571,34.6,228,2
613,0,302.0,309.8,1456,58.1,145,0
614,1,303.9,313.2,1350,47.2,2,0
615,1,301.3,310.7,1532,40.7,178,0
616,2,301.6,310.6,1821,26.2,171,0
617,0,297.8,307.7,1505,39.7,25,0
618,0,302.5,310.9,1477,39.2,144,0
619,2,298.2,308.8,1436,51.9,153,0
620,0,300.5,309.8,1663,29.1,145,0
621,1,300.0,311.3,1629,32.1,55,0
622,0,301.4,310.4,1559,36.0,196,0
623,0,296.6,307.4,1521,38.6,173,0
624,0,297.1,307.8,1681,27.6,181,0
625,0,298.7,310.2,1717,27.3,26,0
626,0,300.1,311.5,1454,52.4,90,0
627,0,301.8,310.9,1609,31.7,202,0
628,2,301.9,311.0,1291,63.6,137,0
629,1,302.3,310.9,1762,24.5,73,0
630,1,302.4,310.4,1586,34.3,149,0
631,0,300.7,310.7,1431,39.3,22,0
632,0,301.6,309.9,1440,43.4,100,0
633,0,301.8,311.0,1322,53.0,166,0
634,0,302.0,310.8,1767,27.4,11,0
635,0,298.9,308.6,1522,46.4,2,0
636,0,301.9,310.9,1379,54.8,99,0
637,1,300.8,309.5,1481,44.5,49,0
638,1,300.2,311.6,1415,55.8,82,0
639,2,301.6,310.8,1435,47.2,152,0
640,1,300.4,310.4,1544,36.3,21,0
641,0,298.1,308.5,1665,29.6,20,0
642,1,299.8,311.1,1452,44.3,167,0
643,0,299.7,311.1,1574,36.4,135,0
644,0,300.7,311.0,1436,44.9,119,0
645,0,300.9,312.2,1811,23.2,72,0
646,0,302.1,311.4,1391,49.2,52,0
647,1,299.7,309.1,1508,41.2,152,0
648,1,299.1,308.6,2329,14.6,95,0
649,0,303.1,311.2,1679,34.8,25,0
650,2,302.3,310.2,1506,33.8,43,0
651,1,301.8,311.5,1416,49.0,136,0
652,0,298.1,307.8,1432,49.8,198,0
653,0,303.8,312.9,1514,34.3,180,0
654,0,302.7,310.5,1551,35.9,6,0
655,0,300.0,311.4,1476,39.0,92,0
656,0,297.6,308.3,1502,43.2,139,0
657,0,299.0,310.3,1507,36.7,173,0
658,1,301.3,311.0,1495,40.8,148,0
659,2,299.2,310.6,1434,48.4,153,0
660,0,298.3,307.9,1399,47.8,99,0
661,0,296.8,307.6,1368,52.0,140,0
662,0,299.1,308.2,1493,34.9,119,0
663,2,297.3,308.6,1376,53.5,112,0
664,1,298.9,309.0,1924,22.6,193,0
665,0,298.0,309.6,1633,34.8,41,0
666,0,298.3,308.4,1484,43.4,172,0
667,0,298.0,308.9,1390,53.9,88,0
668,1,297.9,307.4,1610,34.6,219,0
669,0,302.3,311.5,1530,37.8,57,0
670,2,298.8,310.1,1567,36.8,197,0
671,0,298.7,310.1,1676,33.5,70,0
672,1,302.2,311.5,1562,38.0,162,0
673,0,298.9,309.9,1500,44.2,115,0
674,0,296.9,307.7,1464,41.4,6,0
675,0,299.1,308.6,1555,36.6,104,0
676,1,297.4,308.6,1604,32.8,85,0
677,0,301.1,311.1,1387,53.1,188,0
678,1,302.2,311.7,1584,36.2,63,0
679,2,299.3,310.4,1548,41.6,25,0
680,2,298.2,308.7,1520,35.7,40,0
681,1,302.0,310.9,1558,45.3,193,0
682,0,297.7,309.1,1435,38.8,165,0
683,0,298.4,307.9,1446,45.3,23,0
684,2,299.9,309.2,1525,33.2,0,0
685,0,301.0,310.5,1248,61.4,77,0
686,1,302.3,311.5,1316,47.2,4,0
687,1,298.4,307.8,1617,31.6,173,0
688,0,298.9,309.0,1601,32.3,202,0
689,0,302.2,311.4,1477,41.7,15,0
690,2,298.0,307.8,1314,47.8,19,0
691,0,298.3,308.9,1379,54.7,91,0
692,0,301.8,311.0,1606,33.3,4,0
693,0,299.1,310.5,1485,37.8,46,0
694,1,301.7,310.8,1524,41.3,147,0
695,1,303.3,312.5,1674,32.7,76,0
696,0,300.1,309.7,1485,45.9,100,0
697,0,297.7,307.5,1379,43.3,111,0
698,0,299.4,309.0,1800,24.3,128,0
699,0,299.2,308.5,1457,44.7,195,0
700,1,302.3,311.6,1608,39.9,136,0
701,0,301.3,310.6,1416,45.2,88,0
702,2,300.3,309.9,1509,46.6,125,0
703,0,298.9,308.6,1539,45.4,4,0
704,1,298.4,308.2,1610,35.0,24,0
705,1,301.3,311.1,1581,30.9,31,0
706,1,299.5,309.4,1387,56.2,32,0
707,0,298.9,310.1,1356,47.8,116,0
708,1,303.4,312.8,1518,38.7,103,0
709,2,301.2,309.8,1709,27.0,151,0
710,0,298.5,309.5,1547,33.1,68,0
711,1,304.3,313.6,1489,40.3,196,0
712,1,300.1,308.9,1548,38.4,31,0
713,0,298.8,309.8,1509,36.2,57,0
714,0,301.9,310.7,1947,25.0,137,0
715,1,302.2,311.2,1544,43.6,63,0
716,0,298.1,307.7,1650,34.1,138,0
717,0,299.2,308.4,1475,38.7,22,0
718,0,301.1,311.2,1564,37.0,165,0
719,1,299.6,309.1,1560,37.1,73,0
720,0,301.4,311.3,2323,15.9,50,0
721,1,301.8,311.3,1624,31.6,145,0
722,0,298.9,310.2,1654,31.1,158,0
723,0,302.9,312.3,1435,47.7,173,0
724,0,298.4,308.6,1477,44.0,124,0
725,1,301.4,310.5,1495,52.5,201,0
726,0,300.6,309.4,1425,40.3,103,0
727,0,302.5,310.5,1507,39.5,147,0
728,0,299.2,310.3,1440,47.0,21,0
729,0,297.3,308.6,1385,55.2,156,0
730,0,299.1,310.1,1416,41.2,185,0
731,1,300.6,309.5,1550,40.2,96,0
732,0,298.2,308.3,2051,19.2,90,0
733,0,300.0,309.7,1542,47.1,25,0
734,0,300.1,309.3,1340,56.0,130,0
735,1,297.5,308.4,1369,54.8,145,0
736,2,296.3,307.2,1424,42.0,196,0
737,0,298.9,310.1,2109,18.0,61,0
738,1,298.9,310.7,1638,33.6,218,0
739,2,297.3,308.7,1478,47.6,98,0
740,1,297.2,308.5,1353,46.5,185,0
741,0,300.6,310.3,1484,41.0,213,0
742,0,302.2,310.8,1673,32.9,52,0
743,0,297.3,308.0,1518,36.0,59,0
744,1,300.7,311.0,1418,49.3,106,0
745,1,297.6,308.4,1611,31.0,48,0
746,2,297.4,308.3,1502,43.6,169,0
747,0,301.7,310.7,1605,33.3,220,0
748,1,297.2,308.3,1794,27.5,38,0
749,0,301.6,310.0,1869,22.9,18,0
750,0,298.3,308.6,1499,38.3,142,0
751,0,301.8,310.8,1557,33.3,190,0
752,0,297.2,308.3,1805,25.6,103,0
753,0,300.7,312.1,1395,41.9,157,0
754,0,300.5,311.4,1642,27.1,37,0
755,0,300.2,309.4,1558,38.3,51,0
756,0,302.5,311.6,1419,43.7,39,0
757,1,297.9,309.0,1530,40.9,42,0
758,0,300.5,310.0,1451,48.6,208,0
759,2,297.8,308.4,1550,38.2,185,0
760,0,298.2,308.2,1446,38.2,61,0
761,0,302.4,311.8,1416,46.1,202,0
762,2,300.1,309.3,1520,38.2,158,0
763,0,300.9,310.4,2021,18.8,30,0
764,1,297.8,307.2,1456,39.6,199,0
765,0,299.1,308.3,1892,25.2,34,0
766,1,297.5,309.5,1553,42.4,60,0
767,0,303.0,311.2,1800,23.7,61,0
768,1,303.3,311.8,1489,49.4,64,0
769,0,299.9,309.8,1477,47.7,112,0
770,1,303.8,312.7,1488,41.3,175,0
771,0,300.3,309.6,1404,44.6,87,0
772,0,302.4,311.8,1727,26.5,213,0
773,1,302.2,310.9,1771,27.6,54,0
774,0,299.3,308.6,1744,26.4,33,0
775,1,297.9,307.6,1609,30.3,64,0
776,1,302.3,311.2,1405,47.7,88,0
777,0,296.7,307.6,1474,41.7,148,0
778,2,300.2,311.6,1547,37.7,217,0
779,1,298.5,309.0,1741,28.0,21,0
780,1,298.1,307.9,1446,42.8,121,0
781,0,300.7,311.0,1377,49.9,124,0
782,1,303.8,312.8,1420,47.9,200,0
783,0,303.6,311.7,1546,38.5,64,0
784,0,303.3,311.3,1592,33.7,14,0
785,0,300.9,311.1,1457,37.4,96,0
786,1,302.6,311.7,1430,51.7,32,0
787,0,299.2,308.6,1381,50.0,193,0
788,0,297.9,307.6,1977,20.2,182,0
789,1,302.7,312.2,1439,42.5,164,0
790,0,297.4,308.4,1531,41.5,213,2
791,0,301.7,311.3,1421,45.9,85,0
792,1,297.5,309.4,1482,39.3,112,0
793,1,300.7,311.3,1348,53.0,35,0
794,0,301.3,311.2,1675,32.1,12,0
795,2,302.2,311.7,1413,46.5,147,0
796,0,298.7,308.4,1694,28.7,195,0
797,1,297.2,308.3,1578,37.8,3,0
798,1,297.6,308.7,1408,54.8,147,0
799,1,297.5,308.7,1363,53.6,194,0
800,0,298.3,308.6,1548,40.3,140,0
801,2,302.2,311.1,1426,50.6,101,0
802,2,300.2,311.4,1506,36.1,141,0
803,1,301.9,310.9,1569,32.5,188,0
804,0,299.0,310.1,1623,33.0,210,0
805,0,300.7,311.7,1499,38.4,205,0
806,0,299.4,310.8,1391,48.9,139,0
807,2,299.8,309.0,1467,37.3,193,0
808,0,300.6,311.7,1528,43.9,185,0
809,1,295.6,306.1,1418,46.2,24,0
810,1,303.0,312.7,1553,35.8,122,0
811,0,299.0,310.4,1981,21.2,125,0
812,0,300.7,311.2,1399,47.9,80,0
813,0,299.1,308.9,1445,43.4,197,0
814,2,298.8,309.9,1439,45.2,40,0
815,0,302.0,311.3,1567,41.1,26,0
816,0,296.9,308.1,1555,33.7,229,0
817,0,299.0,310.4,1382,53.0,89,0
818,0,301.3,311.3,1434,49.8,16,0
819,0,302.3,311.7,1611,38.6,143,0
820,0,298.8,309.8,1485,42.4,74,0
821,1,302.2,311.4,1398,47.2,202,0
822,0,301.1,310.7,1436,45.3,8,0
823,0,301.1,311.2,1774,29.6,186,0
824,0,301.9,311.2,1369,49.8,66,0
825,1,302.5,311.0,1387,52.1,116,0
826,0,302.2,311.3,1382,46.4,94,0
827,0,298.2,308.0,1535,38.0,179,0
828,0,299.0,310.2,1575,37.8,42,0
829,0,301.5,310.5,1372,44.0,203,0
830,0,298.5,308.9,1725,31.9,205,0
831,0,296.4,307.4,1512,36.8,46,0
832,0,302.2,311.1,1447,52.1,174,0
833,1,302.2,310.9,1488,44.2,57,0
834,1,298.8,309.8,1551,36.6,15,0
835,1,303.6,312.7,1765,27.5,115,0
836,0,296.8,307.6,1513,40.0,130,0
837,2,302.9,311.0,1452,58.3,123,0
838,1,299.8,309.3,1663,35.2,208,0
839,2,298.5,309.0,1531,30.8,212,0
840,0,302.1,311.2,1492,45.0,162,0
841,0,299.0,310.4,1452,46.2,168,0
842,1,303.5,312.3,1593,35.2,29,0
843,2,298.0,308.8,1411,53.8,73,0
844,0,298.9,310.0,1470,45.9,109,0
845,2,295.6,306.2,1414,42.5,69,0
846,0,300.0,311.4,1487,41.2,22,0
847,0,302.6,312.4,1628,33.0,15,0
848,0,301.2,310.4,1470,44.0,113,0
849,0,301.8,311.2,1822,26.2,204,0
850,2,301.5,310.7,1394,46.7,130,0
851,1,302.5,310.4,1581,32.7,181,0
852,1,298.2,309.0,1413,47.9,97,0
853,0,299.4,309.2,1489,42.3,114,0
854,0,298.1,308.0,1626,36.5,83,0
855,1,301.8,310.9,1358,52.3,56,0
856,1,301.0,310.7,1455,46.1,103,0
857,1,298.1,309.0,1533,36.1,189,0
858,1,301.7,311.0,1537,33.5,146,0
859,2,301.1,311.6,1417,53.4,0,0
860,2,298.7,309.3,1402,45.3,190,0
861,2,296.9,307.8,1345,54.5,172,0
862,1,299.0,310.3,1540,38.1,182,0
863,0,299.9,309.8,1716,28.2,117,0
864,1,302.3,310.9,1627,32.3,0,0
865,0,296.8,308.0,1497,41.7,231,0
866,0,302.6,312.1,1519,38.1,178,0
867,0,298.8,310.0,1487,41.4,152,0
868,0,300.3,311.6,1607,33.5,109,0
869,0,297.5,308.6,1671,29.4,136,0
870,1,300.3,311.4,1371,50.2,109,0
871,0,300.3,311.8,1413,46.0,182,0
872,1,300.1,311.7,1400,48.5,205,0
873,0,297.7,309.3,1893,24.6,15,0
874,2,296.9,308.3,1474,39.2,177,0
875,0,297.1,308.2,1351,56.6,126,0
876,1,299.3,308.8,1648,28.4,188,0
877,0,299.4,309.3,1525,41.5,30,0
878,0,299.3,310.2,1495,49.2,16,0
879,0,304.1,313.1,1327,54.1,57,0
880,0,302.6,311.9,1397,46.9,82,0
881,1,298.6,309.9,1818,24.9,9,0
882,0,299.4,310.8,1622,33.6,217,0
883,0,298.6,309.8,1370,56.0,0,0
884,0,300.9,310.8,1701,30.4,55,0
885,0,299.6,309.4,1643,32.9,145,0
886,1,298.4,308.5,1576,27.4,55,0
887,1,296.2,307.2,1389,48.6,7,0
888,0,302.0,311.0,1563,36.2,8,0
889,1,299.3,308.6,1448,52.1,71,0
890,2,297.3,308.7,1430,42.8,153,0
891,0,299.1,308.2,1568,33.3,123,0
892,1,301.5,310.7,1359,47.1,115,0
893,0,298.6,309.3,1702,27.6,143,0
894,0,295.6,306.0,1569,40.4,174,0
895,0,300.1,310.5,1494,44.2,117,0
896,0,297.5,308.9,1390,47.4,187,0
897,0,300.5,311.6,1730,30.2,106,0
898,1,300.9,312.1,1297,48.6,76,0
899,1,300.8,310.5,1330,59.0,190,0
900,1,300.8,312.0,1450,45.0,183,0
901,2,298.0,309.2,1520,37.9,89,0
902,1,300.1,309.6,1501,38.0,157,0
903,0,297.4,308.2,1533,37.4,115,0
904,2,301.9,310.8,1455,42.7,85,0
905,0,299.4,308.7,1512,37.2,126,0
906,2,300.5,309.4,1360,46.2,93,0
907,0,296.9,307.9,1435,41.6,139,0
908,0,298.8,308.8,1555,40.6,61,0
909,1,299.5,309.2,1495,41.6,17,0
910,0,297.6,309.5,1373,50.6,55,0
911,2,297.7,308.3,1488,41.0,101,0
912,1,300.6,309.5,1557,33.8,84,0
913,2,300.2,309.6,1442,49.2,61,0
914,1,301.9,310.6,1412,46.5,89,0
915,1,298.1,308.0,1924,20.8,29,0
916,1,299.7,309.6,1534,39.1,176,0
917,0,297.8,309.7,1547,37.3,25,0
918,0,300.5,309.8,1507,42.5,117,0
919,0,298.9,310.5,1640,29.2,195,0
920,0,299.2,308.7,1514,41.9,196,0
921,0,298.8,308.7,1591,31.1,68,0
922,0,298.4,309.2,2118,17.7,210,2
923,0,296.7,307.8,1605,31.3,128,0
924,0,297.9,309.2,1478,39.7,10,0
925,1,301.3,311.2,1438,42.4,7,0
926,0,304.1,313.2,1412,47.5,150,0
927,0,299.6,309.5,1803,27.7,159,0
928,1,298.9,310.1,1469,53.2,189,0
929,0,302.5,312.2,1738,25.3,14,0
930,2,298.0,307.6,1420,45.8,150,0
931,0,300.7,309.8,1406,48.4,151,0
932,2,297.7,308.9,1479,40.9,87,0
933,1,300.4,309.9,1415,31.8,192,0
934,0,300.7,310.1,1598,32.8,79,0
935,1,301.8,310.3,1666,32.7,19,0
936,0,300.3,311.1,1480,46.6,185,0
937,2,298.3,309.1,1646,30.2,125,0
938,1,299.3,310.6,1609,31.4,99,0
939,0,301.1,310.8,1274,55.7,169,0
940,1,297.5,308.5,1484,44.7,40,0
941,0,298.6,309.4,2312,15.5,44,0
942,0,297.9,309.0,1562,35.8,40,0
943,0,299.1,310.5,1437,43.1,40,0
944,1,302.8,312.2,1469,36.9,143,0
945,1,298.1,307.7,1498,38.3,81,0
946,0,303.2,312.6,1601,35.3,148,0
947,0,299.1,308.5,1455,39.8,145,0
948,0,300.9,312.0,1493,38.7,217,0
949,1,300.7,311.1,1373,49.9,96,0
950,0,296.5,307.5,1443,41.8,87,0
951,2,299.2,310.7,1636,29.4,23,0
952,0,301.4,310.1,1502,46.6,37,0
953,0,300.8,310.9,1453,43.9,84,0
954,1,300.4,309.8,1356,44.4,136,0
955,2,298.2,307.9,1462,45.5,171,0
956,0,304.1,313.1,1556,36.3,86,0
957,0,300.1,309.1,1400,46.7,77,0
958,2,297.8,307.8,1662,30.7,48,0
959,2,299.8,310.6,1423,44.6,116,0
960,1,300.5,311.9,1670,26.3,89,0
961,2,304.2,313.5,1546,41.4,58,0
962,2,297.3,308.6,1431,42.0,109,0
963,0,297.6,308.6,1576,32.7,83,0
964,1,302.3,311.9,1508,42.3,159,0
965,1,296.9,308.0,1409,50.7,43,0
966,0,300.1,310.1,1380,52.6,59,0
967,0,300.3,309.9,1601,31.7,180,0
968,1,297.4,308.7,1481,48.0,117,0
969,0,297.4,308.2,1639,33.8,39,0
970,0,303.6,311.7,1491,39.8,92,0
971,0,299.3,310.4,1725,26.8,167,0
972,2,298.4,309.3,1694,30.9,111,0
973,0,300.2,309.4,1981,21.4,44,0
974,2,300.6,309.5,1495,36.5,79,0
975,0,301.4,311.2,1355,50.6,37,0
976,2,302.2,311.2,1692,28.2,122,0
977,1,299.8,309.7,1320,61.7,134,0
978,0,295.6,306.1,1389,46.2,113,0
979,2,300.4,311.2,1489,45.3,180,0
980,0,297.4,308.3,1431,43.0,113,0
981,1,298.6,310.1,1458,41.9,61,0
982,1,298.3,309.2,1783,28.3,130,0
983,0,300.6,311.7,1553,39.8,0,0
984,1,297.8,309.3,2243,15.7,36,0
985,0,296.3,307.3,1566,35.8,175,0
986,0,303.8,312.8,1443,40.7,145,0
987,0,300.7,311.8,1443,43.7,217,0
988,0,300.7,310.3,1592,36.0,14,0
989,0,298.8,308.6,1730,25.9,59,0
990,0,298.7,309.9,1541,38.5,208,0
991,0,297.1,308.3,1763,25.7,139,0
992,1,296.3,307.2,1446,45.9,180,0
993,2,300.9,311.4,1387,42.7,121,0
994,0,300.4,311.1,1405,54.1,193,0
995,0,299.0,308.7,2250,16.6,208,0
996,0,302.6,311.5,1427,38.9,213,2
997,0,301.1,310.1,1666,27.2,40,0
998,0,297.9,307.9,1412,44.5,85,0
999,0,300.9,310.7,1658,28.5,18,0
1000,1,304.1,313.3,1725,28.3,177,0
1001,0,299.2,308.4,1386,54.1,26,0
1002,0,301.0,311.4,1573,37.6,103,0
1003,0,300.0,309.3,1473,46.0,35,0
1004,0,302.2,310.9,1531,37.5,60,0
1005,2,302.4,311.6,1544,39.1,70,0
1006,1,296.4,307.4,1416,50.0,210,0
1007,1,299.3,309.1,1600,35.3,52,0
1008,0,302.0,310.5,1567,36.1,124,0
1009,0,300.2,310.3,1202,59.5,40,0
1010,1,301.3,310.6,1499,36.1,163,0
1011,0,300.2,309.7,1448,36.8,14,0
1012,0,298.5,309.7,1613,36.7,0,0
1013,1,297.3,308.9,1799,24.5,137,0
1014,0,300.6,310.0,1425,49.5,174,0
1015,0,300.4,309.8,1342,52.5,68,0
1016,0,301.0,311.2,1412,42.1,64,0
1017,1,301.9,309.6,1439,41.7,201,0
1018,0,300.2,309.1,1479,47.0,22,0
1019,2,300.8,309.9,2041,19.2,194,0
1020,0,303.6,312.5,1710,31.4,180,0
1021,1,304.0,313.0,1685,28.2,66,0
1022,0,300.9,311.1,1471,39.3,91,0
1023,0,298.4,309.7,1530,38.6,161,0
1024,0,301.6,310.7,1638,33.8,196,0
1025,0,302.6,311.8,1638,35.1,17,0
1026,0,297.4,308.5,2100,16.9,176,0
1027,0,301.9,311.0,1541,38.9,193,0
1028,0,297.2,308.1,1662,31.3,0,0
1029,0,301.7,311.1,1644,32.8,206,0
1030,1,297.3,308.4,1449,44.4,34,0
1031,1,297.4,308.6,1452,41.2,197,0
1032,0,297.4,308.4,1421,46.0,124,0
1033,0,298.8,308.6,1872,22.5,82,0
1034,0,300.1,311.4,1418,47.7,73,0
1035,0,299.3,310.6,1443,45.7,97,0
1036,0,300.6,310.6,1514,39.5,87,0
1037,0,302.0,309.7,1414,36.3,209,0
1038,0,303.9,312.6,1642,32.3,127,0
1039,1,298.1,307.7,1424,47.7,103,0
1040,1,302.2,311.3,1577,29.8,112,0
1041,0,304.1,313.0,1408,45.3,28,0
1042,1,298.6,308.4,1778,28.2,161,0
1043,0,298.5,308.8,1589,30.6,11,0
1044,1,298.8,310.6,1640,33.8,9,0
1045,0,304.1,313.5,1469,44.6,113,0
1046,0,303.4,312.3,1540,38.7,96,0
1047,0,301.1,311.2,1910,20.2,41,0
1048,0,301.2,311.0,1596,37.2,219,0
1049,0,300.3,311.7,1707,33.6,158,0
1050,1,301.4,310.3,1610,29.1,166,0
1051,0,299.1,308.8,1413,42.1,86,0
1052,0,300.9,311.0,2003,20.2,138,0
1053,0,298.3,309.6,1420,44.1,197,0
1054,2,299.9,309.8,1400,48.7,119,0
1055,0,300.1,311.4,1484,43.1,13,0
1056,0,300.4,311.8,1689,30.8,196,0
1057,0,299.7,309.1,1713,33.5,141,0
1058,1,297.4,309.4,1539,42.2,134,0
1059,1,298.6,309.7,1314,49.7,136,0
1060,0,301.3,311.1,1504,39.1,2,0
1061,0,297.1,308.1,1446,36.6,227,0
1062,0,296.7,307.8,1505,39.4,236,0
1063,0,301.3,310.4,1501,41.6,192,0
1064,0,297.7,308.7,1694,29.1,102,0
1065,2,297.7,309.3,1400,48.9,147,0
1066,0,300.5,309.5,1777,23.6,0,0
1067,1,303.7,312.7,1612,36.3,200,0
1068,0,300.3,311.3,1332,60.5,112,0
1069,0,299.3,309.1,1388,45.5,123,0
1070,1,300.9,310.8,1519,34.9,73,0
1071,0,301.7,311.0,1527,42.2,144,0
1072,0,299.6,310.2,1381,60.5,13,0
1073,0,297.6,308.1,1437,46.3,149,0
1074,0,302.3,311.2,1633,36.4,114,0
1075,1,301.8,311.1,1413,42.2,9,0
1076,1,296.8,307.9,1409,44.3,145,0
1077,0,298.2,308.2,1466,42.4,164,0
1078,0,302.4,310.2,1503,36.2,166,0
1079,0,300.7,310.8,2113,18.5,95,0
1080,0,296.8,307.8,1573,36.4,126,0
1081,1,296.9,308.1,1357,41.8,127,0
1082,0,298.1,308.2,1521,39.3,151,0
1083,1,298.2,308.8,1607,31.9,39,0
1084,2,302.7,311.5,1556,35.0,164,0
1085,2,298.4,308.5,1827,24.3,153,0
1086,1,297.8,309.0,1434,43.3,96,0
1087,1,303.7,312.4,1540,37.4,146,0
1088,1,300.5,311.4,1312,51.4,60,0
1089,0,300.6,309.3,1601,40.2,69,0
1090,2,297.6,309.5,1623,33.1,224,0
1091,0,300.7,311.0,1462,41.9,126,0
1092,0,300.8,310.0,1468,52.7,178,0
1093,0,297.2,308.3,1656,30.3,124,0
1094,0,299.2,308.8,1605,31.1,181,0
1095,1,299.0,308.9,1449,39.6,105,0
1096,2,301.6,310.4,1330,49.5,30,5
1097,0,297.4,309.0,1324,56.9,173,0
1098,1,301.2,310.7,1615,34.9,95,0
1099,0,299.8,309.2,1491,47.5,216,0
1100,0,301.6,311.1,1680,29.2,111,0
1101,0,298.5,308.7,1609,35.3,117,0
1102,0,298.8,309.9,1568,33.7,13,0
1103,0,299.7,309.2,1412,45.4,147,0
1104,1,302.6,310.4,1544,35.1,25,0
1105,0,301.7,310.7,1318,55.0,194,5
1106,1,303.4,311.9,1510,42.2,36,0
1107,1,298.4,309.5,1344,45.3,122,0
1108,2,300.8,310.3,1457,46.8,182,0
1109,0,298.2,308.4,1355,49.4,209,0
1110,0,300.0,309.3,1972,22.0,175,0
1111,0,298.1,308.3,1301,56.0,63,0
1112,0,298.4,308.9,1628,34.9,93,0
1113,0,301.2,310.6,1409,50.9,66,0
1114,0,301.0,310.8,1475,35.3,19,0
1115,0,296.6,307.6,1671,28.8,108,0
1116,0,301.0,310.9,1492,44.6,15,0
1117,1,299.5,309.0,1701,28.6,98,0
1118,2,302.3,311.3,1744,30.3,116,0
1119,0,298.4,309.0,1474,52.7,95,0
1120,0,298.4,310.1,1533,35.2,92,0
1121,0,303.0,312.6,1451,42.1,125,0
1122,0,297.1,308.3,1403,54.1,179,0
1123,0,300.8,311.2,1492,39.0,109,0
1124,0,298.9,308.7,1546,43.4,114,0
1125,1,299.2,308.8,1314,52.5,193,0
1126,0,301.3,310.6,1510,38.5,47,0
1127,1,300.5,310.0,1406,50.2,119,0
1128,0,297.1,308.4,1726,28.4,202,0
1129,1,300.5,309.8,1410,44.4,111,0
1130,0,300.3,309.2,1807,26.4,169,0
1131,0,302.5,310.3,1688,31.6,66,0
1132,0,298.1,307.6,1460,46.5,143,0
1133,0,299.3,309.1,1473,40.3,125,0
1134,0,301.4,310.4,1388,45.3,188,0
1135,2,300.5,310.7,1654,28.6,161,0
1136,2,297.9,308.7,1545,35.9,120,0
1137,1,299.2,310.4,1325,52.0,34,0
1138,0,298.6,309.6,1386,48.6,25,0
1139,1,300.9,310.8,1790,26.2,191,0
1140,1,301.7,311.0,1505,44.0,187,0
1141,1,300.5,311.9,1730,27.5,209,0
1142,0,299.7,309.2,1411,46.1,173,0
1143,1,297.7,309.6,1596,35.2,173,0
1144,0,298.2,309.0,1780,29.3,91,0
1145,0,297.8,308.4,1518,32.5,190,0
1146,2,299.3,309.0,1508,35.0,70,0
1147,1,297.5,308.5,1447,41.6,118,0
1148,0,298.8,309.7,1505,39.0,131,0
1149,1,303.4,312.8,1622,35.1,107,0
1150,0,301.9,311.0,1353,43.8,130,0
1151,2,297.8,307.9,1600,33.5,13,0
1152,1,299.5,310.7,1423,56.5,7,0
1153,1,301.2,310.9,1424,45.2,68,0
1154,0,298.9,310.0,1564,33.8,183,0
1155,2,301.3,310.4,1538,38.4,65,0
1156,0,300.3,309.2,1649,32.4,50,0
1157,1,297.4,308.9,1500,46.3,137,0
1158,2,298.5,309.2,1568,40.6,39,0
1159,1,297.6,308.9,1479,38.1,182,0
1160,0,302.4,310.1,1556,32.9,132,0
1161,0,298.3,307.8,1906,22.1,104,0
1162,2,298.5,308.4,1612,36.1,174,0
1163,0,298.7,310.2,1566,33.1,68,0
1164,0,302.6,310.5,1461,45.4,0,0
1165,1,302.5,311.9,1298,57.5,57,0
1166,2,301.5,310.5,1551,34.3,166,0
1167,2,297.2,308.5,2440,14.0,166,0
1168,1,303.7,312.8,1366,47.3,49,0
1169,0,300.4,309.9,1435,54.8,70,0
1170,2,300.6,311.5,1282,60.2,24,0
1171,0,297.3,308.8,1554,36.1,70,0
1172,1,299.6,310.9,1474,39.7,64,0
1173,0,299.2,310.5,1705,29.5,95,0
1174,0,298.9,308.3,1576,36.6,7,0
1175,1,299.0,310.1,1593,35.4,5,0
1176,1,298.6,309.9,1668,32.3,6,0
1177,2,297.4,308.7,1726,26.8,158,0
1178,1,299.9,309.6,1489,41.7,56,0
1179,1,301.3,310.7,1300,58.3,92,0
1180,1,297.8,307.3,1804,26.0,222,0
1181,0,299.2,308.5,1487,41.2,140,0
1182,1,298.5,309.5,1535,39.8,87,0
1183,0,298.3,308.6,1447,38.1,146,0
1184,0,302.4,311.8,1493,38.4,132,0
1185,0,298.3,310.1,1408,45.3,78,0
1186,2,298.7,309.5,1453,40.4,108,0
1187,0,300.2,310.1,1392,47.9,201,0
1188,0,299.2,309.9,1516,41.4,219,0
1189,0,300.9,310.3,1446,44.5,135,0
1190,1,298.7,309.7,1629,27.9,136,0
1191,2,303.8,312.5,1447,46.6,198,0
1192,0,302.4,310.8,1686,28.8,150,0
1193,0,301.4,310.6,1481,37.6,77,0
1194,1,301.6,310.5,1414,49.3,106,0
1195,0,298.1,307.9,1502,41.8,79,0
1196,1,297.6,309.5,1709,32.2,65,0
1197,0,299.8,309.2,1504,38.7,212,0
1198,1,300.8,312.2,1664,25.7,150,0
1199,0,298.2,308.9,1278,54.0,18,0
1200,0,299.3,309.3,1528,37.8,45,0
